source_url,name,pk_unique_id,mongo DB,specialties,procedure,equipment,capability,organization_type,content_table_id,phone_numbers,email,websites,officialWebsite,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,countries,missionStatement,missionStatementLink,organizationDescription,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,unique_id
https://www.facebook.com/131242937575208,A & A Medlove Medical Centre,7,62af6cb34b3cbc0016ef302b,"['familyMedicine', 'emergencyMedicine', 'internalMedicine']",[],[],['Offers 24-hour medical services'],facility,d7b7b0a6-a5bf-4bb3-942a-8edb13760066,"[""+233554420306""]",,,,,,,,,,,"Parakuo Estates, on the Abokobi road",,,Accra,,,Ghana,GH,,,,,,,,"A & A Medlove Medical Centre is located at Parakuo Estates, on the Abokobi road, Accra, Ghana. It provides 24-hour service.",,,,9b5bcd5b-ffa8-45c0-8d89-29513c7440b6
https://www.ghanayello.com/company/49009/AA_MEDLOVE_MEDICAL_CENTRE_LTD,A&a Medlove Medical Centre,7,62af6cb34b3cbc0016ef302b,"['familyMedicine', 'gynecologyAndObstetrics', 'pediatrics', 'ophthalmology', 'internalMedicine', 'emergencyMedicine', 'radiology', 'cardiology']","['Provides general medical consultations', 'Provides specialist consultations', 'Offers obstetrics and gynecology services', 'Offers pediatrics consultations', 'Offers eye care services', 'Provides outpatient and inpatient care', 'Has an on-site pharmacy', 'Provides laboratory services', 'Performs ultrasound scans', 'Performs electrocardiograms (ECG)']",[],"['Open 24 hours a day, 7 days a week', 'Has 11-15 employees']",facility,164d37ba-e0d6-4acf-b962-cec0f35319c9,"[""+233554420306"",""+23330968030"",""+233543738972""]",,,,2016.0,,,,,,,Ashongman-Abokobi road,,,Accra,,,Ghana,GH,,,,,,,,A&A MEDLOVE MEDICAL CENTRE IS A MEDICAL FACILITY ESTABLISHED IN JUNE 2016 TO SERVE OUR COMMUNITY OUR SERVICES INCLUDE: 1. GENERALLY CONSULTATION 2. SPECIALIST CONSULTATION   OBSTETRICS AND GYNECOLOGY 3. PEDIATRICS 4. EYE CARE 5. OUT PATIENT & IN PATIENT 6. PHARMACY   7. LABORATORY   8. ULTRASOUND SCAN   9. ELECTROCARDIOGRAM( ECG),,,,77a63893-e9b0-4aa7-89cf-daea0bdc3938
https://www.facebook.com/823983771292953,Abomosu Health Centre,8,,"['internalMedicine', 'familyMedicine', 'pediatrics', 'emergencyMedicine', 'gynecologyAndObstetrics']",[],[],[],facility,bc4adfe3-c249-463b-818a-dd4eea8834aa,,,,,,,,,,,,,,,Abomosu,,,Ghana,GH,,,,,hospital,,,,,,,80296656-a224-42d4-93cf-af30b3cbf514
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Aboraa Hospital,9,,['internalMedicine'],[],[],[],facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,,,,,,,,,,,,Ring Road Central,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,c1abd8e0-c2fa-40d3-9a27-5b6a32bc429f
https://www.ghanayello.com/company/52418/Abuakwa_Maternity_Home,Abuakwa Maternity Home,10,62837ca85319e30016b7462e,['gynecologyAndObstetrics'],[],[],"['Maternity Services', 'Pregnancy and Child Birth', 'Maternity Homes']",facility,49b1269c-4667-44be-aca3-c34c14756185,,,,,,,,,,,,,,,Abuakwa,Ashanti,,Ghana,GH,,,,,hospital,private,,"Abuakwa Maternity Home is a private maternity home in Ashanti, Abuakwa Ghana.",,,,f5f50673-aaa4-440c-9073-6736277a2278
http://ghanahospitals.org/regions/fdetails.php?id=2886&r=western,Abura Health Centre,11,625836bc6a870d0016ec9156,"['familyMedicine', 'generalSurgery']",[],[],"['Government-owned Health Centre', 'NHIS accredited', 'General services']",facility,7ecdb832-b380-4f3d-89db-6ca0def73e5d,"[""+233209261873""]",,,,,,,,,,,P.O. Box 49,DHA,ABURA,Abura,,,Ghana,GH,,,,,,,,Health Centre offering general services; government-owned; NHIS accredited.,,,,6c1a5964-3b1e-4943-85e9-9d009689a107
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Accra Medical Centre,12,,"['familyMedicine', 'internalMedicine']",[],[],[],facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,c0d9883e-034c-47ad-8f07-29c200905450
https://www.ghanabusinessweb.com/accra-dansoman-hospitals-karikari_brobbey_hospital-9444.html,Accra Medical Centre,12,,['internalMedicine'],[],[],[],facility,2d84a935-452c-441c-a766-8fcbb8b4e7ea,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,bdfcb6c1-93a9-4f1b-b49e-7b82e3e8e9ad
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Medical Centre,12,,['internalMedicine'],[],[],[],facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,3086dd25-3031-4669-8f2e-c5d4bc0311b0
https://www.accranewtownislamichospital.com/,Accra Newtown Islamic Hospital,13,,"['internalMedicine', 'generalSurgery', 'radiology', 'pathology', 'nephrology']","['Provides ultrasound scanning', 'Provides X-ray imaging', 'Offers major and minor surgeries in an ultra-modern theatre', 'Performs laboratory testing (24/7)']","['Ultra-modern operating theatre', 'On-site laboratory facilities']","['Laboratory tests conducted 24/7', 'Pharmacy services available 24/7', 'Dialysis Center on site', 'ANIH app enables appointment scheduling and access to medical records', 'Insurance partnerships with Metro, Glico, Star, ACE Medical, and NHIS']",facility,97fe429d-b685-4d65-b436-2cce789be0ab,"[""+233302229301"",""+233576638624""]",,,,,,,,,,,Obaakrowa Close,,,Accra Newtown,,,Ghana,GH,,,,,hospital,,,Modern Healthcare for everybody. We do all types of laboratory test 24/7. Ultra modern theatre for Major and Minor surgeries. 24 / 7 Dispensary for all types of medications.,,,,6cb95d3b-34b2-4354-ad7d-08dba6345cb8
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Physiotherapy & Sports Injury Clinic,14,,['physicalMedicineAndRehabilitation'],[],[],[],facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,,,,,,,,,,,,127/21 Saflo Link,Abelemkpe,,Accra,,,Ghana,GH,,,,,,,,,,,,26b488e8-cf75-4934-9f2a-9086357b0316
http://accrapsychiatrichospital.org/,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,",['psychiatry'],[],[],"['24/7 emergency care', 'inpatient and outpatient care']",facility,ceb820b9-6b03-46f7-9567-faeff08286df,"[""0302 228688""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,,,,,,,,Castle Road,Box 1305,,Accra,,,Ghana,GH,,,,,hospital,,,OPD services; 24hr Emergency care; in-patients services; Clinical Psychology services; Electro Convulsive Therapy; Laboratory Services; 24 hr Pharmacy; Social Work Services; Community Psychiatry Nursing Services; drug treatment & Rehab; occupational therapy services. Bed state: 15 wards with the capacity to accommodate 600 patients; currently running 300 beds due to Covid-19. Opening Hours: 24 hr Services. Visiting Hours: Mon–Sun 6AM–8PM.,,,,72551c75-afcb-4c7f-b6b4-d5a35c72def4
https://www.facebook.com/accrapsychiatrichospital,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,",['psychiatry'],[],[],['Provides mental health services'],facility,49d27c52-39d9-4f10-aca9-4614f7879e8f,"[""+233577690753""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,,,,,,,,Castle Road,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,29a28abb-5523-42f0-9079-3d796517df35
https://accraspecialisteye.com/,Accra Specialist Eye Hospital,16,,['ophthalmology'],"['Offers general ophthalmology consultations', 'Performs cataract surgeries including micro-incision cataract surgery (phaco)', 'Offers laser eye surgeries', 'Performs glaucoma surgeries', 'Performs retina and vitreoretinal surgeries', 'Performs oculoplastic surgeries', 'Performs chalazion incision and curettage', 'Performs foreign body removal from the eye', 'Performs cornea transplant surgeries', 'Performs vitrectomy for retinal detachment and vitreous hemorrhage', 'Performs enucleation and evisceration', 'Performs combined cataract and retina detachment procedures (phaco‑vitrectomy)', 'Provides pediatric eye care services', 'Provides optical services including refraction, contact lenses, and spectacle frames and lenses', 'Conducts visual field testing', 'Performs B-scan ocular ultrasonography', 'Provides fundus photography and fundus fluorescein angiography (FFA)', 'Performs gonioscopy', 'Uses optical coherence tomography (OCT) for macular and RNFL analysis', 'Provides macular OCT imaging', 'Performs Schirmer’s test', 'Performs Amsler grid testing', 'Performs color vision testing', 'Performs stereopsis testing', 'Performs keratoscopy', 'Performs cycloplegic refraction']","['Optical Coherence Tomography (OCT) machine', 'OCT imaging with RNFL and macular analysis capabilities', 'Fundus photography equipment', 'Fundus fluorescein angiography (FFA) imaging capability', 'B-scan ocular ultrasonography device', 'Gonioscopy equipment', 'Visual field testing equipment']","['Staff includes ophthalmologists, surgeons, and eye care professionals', 'Has insurance partnerships with leading providers']",facility,97ae71d9-d168-4cad-b26a-b001fa678564,"[""+233500060545""]",hello@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,,,,,,,,49 Nii Ayi Kushie St,Tantra Hill,,Accra,,,Ghana,GH,,,,,hospital,,,"Excellence in Eye Care at Accra Specialist Eye Hospital. From advanced laser and cataract surgeries to comprehensive clinical and diagnostic services, we are here to meet all your eye care needs.",,,,e88bc1ec-d694-4eae-a751-bf2dd7452bce
https://www.facebook.com/104885145622827,Accra Specialist Eye Hospital,16,,['ophthalmology'],[],[],['Eye hospital specializing in ophthalmology'],facility,ae951949-eaca-4d80-97f6-b652801b5f7b,"[""+233500060545""]",info@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,,,,,,,,49 Nii Ayi Kushie St,Tantra Hill,,,,,Ghana,GH,,,,,hospital,,,We're an eye specialist hospital dedicated to providing the best care for you and your eyes.,,,,e217ce16-b379-4d49-892c-760cc5f6957e
http://ghanahospitals.org/regions/fdetails.php?id=102&r=ashanti,ACHIASE HEALTH CENTRE,17,6283a05f5319e30016b74630,"['familyMedicine', 'generalSurgery']",[],[],"['General services', 'NHIS accredited']",facility,ff290789-11cd-4819-bc73-9462e7ecb049,"[""+233244531142"",""+233202490199""]",,,,,,,,,,,ACHIASE,,,,Ashanti Region,,Ghana,GH,,,,,,public,"[""government""]",General,,,,fd787501-bc4d-4fd5-b7c6-44d749bf4bf1
https://www.ghaneps.gov.gh/epps/prepareViewCAOrganisation.do?id=20612,Achimota Hospital,18,5ea3146e994ecc38cda4ec82,['internalMedicine'],[],[],[],facility,ab1739ca-8e70-45d5-880d-ab51ee850e67,"[""+233206945455""]",achimota.dhgar@ghs.gov.gh,,,,,,,,,,GA-297-6410,,,ACCRA,,,Ghana,GH,,,,,hospital,,,,,,,78e8535a-039f-4950-a241-433b946f166b
http://www.acrecitymedics.com/,Acrecity Medics,19,,"['familyMedicine', 'gynecologyAndObstetrics', 'pediatrics', 'internalMedicine', 'ophthalmology', 'radiology', 'pathology']","['Provides diagnostic imaging services', 'Provides in-house laboratory services']",[],"['Offers GP & Specialist Clinics', 'Diagnostics', 'Specialist clinics include Obstetrics & Gynaecology, Paediatrics, ENT, Internal Medicine, Clinical Psychology, Ophthalmology, Dermatology, and Dietetics', 'In-house pharmacists provide complimentary tailored medication consultations and drug interaction checks', 'On-site dispensary available']",facility,f14e15f9-e536-4826-8cd7-6d1b3d72509b,"[""+233303976965"",""+233209421856""]",info@acrecitymedics.com,"[""acrecitymedics.com""]",acrecitymedics.com,,,,,,,,Suite G05 Nester Square,Airport City,,Accra,,,Ghana,GH,,,,,clinic,private,,"Acrecity Medics runs a clinic in Airport City, Accra.",,,,87c463b8-0f1e-410a-bd84-50b2ee306e4f
https://www.facebook.com/acresmedicalcentre/?_rdc=2&_rdr,Acres Medical Centre,20,624b6500d397060016d003ee,"['internalMedicine', 'pediatrics']",[],[],['Offers pediatric consultations'],facility,35d95e93-a450-4baa-be60-b66b9db830ba,"[""+233509899878""]",acresmedicalcentre@gmail.com,,,,,,,,,,82 Lakeside Estate Community 1,Lakeview street,,Accra,,,Ghana,GH,,,,,hospital,,,Acres Medical Centre is in Lakeside Estate.,,,,07629c3c-cdae-4f1c-b585-dbd634fdd60f
https://www.facebook.com/300636153993435,Adabraka Polyclinic (Ridge Hospital OPD),21,5ea3146e994ecc38cda4ecc8,"['familyMedicine', 'internalMedicine']",[],[],[],facility,c39efe29-5594-4034-a3f4-ecd640da5802,,,,,,,,,,,,,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,86342b7f-6a91-4502-85a3-a08ae0a33341
https://www.ghanahospitals.org/regions/fdetails.php?id=2887&r=western,Adansi Comunity Clinic,22,627164532ca06d0016adc5ea,"['familyMedicine', 'generalSurgery']",[],[],"['Type: Health Centre', 'Services: General', 'NHIS accredited: yes']",facility,1fa5963d-69d5-4dad-9f04-1d319bf2af85,"[""+233276374968""]",,,,,,,,,,,C/O P.O.BOX 48,DABOASE,,,,,Ghana,GH,,,,,clinic,public,,,,,,afcb00e7-49e4-42ca-a50c-816851f6b2ab
https://www.facebook.com/148837571917138,Adenta Clinic,23,,['familyMedicine'],[],[],[],facility,10b513ff-8875-4fd8-994d-971b6c16e20d,,,,,,,,,,,,,,,Accra,,,Ghana,GH,,,,,clinic,,,,,,,c3c7b363-afe5-46e7-812f-bdcec280d647
https://www.facebook.com/104879705644882,Adidome Government Hospital,24,6208f52c4884e50016ff2a1e,['internalMedicine'],[],[],['Operates as a typical district hospital'],facility,b5732cb5-e9b1-411e-a8d2-5dff4bce11ff,"[""+233547720939""]",Adidome_hospital@yahoo.com,,,,,,,,,,,,,Adidome,Central Tongu District,,Ghana,GH,,,,,hospital,,,A typical district hospital; located in the Central Tongu District of the Republic of Ghana.,,,,478835f8-37b7-4701-8175-1abb78990632
https://www.facebook.com/155806134572664,Adidome Government Hospital,24,6208f52c4884e50016ff2a1e,['internalMedicine'],[],[],[],facility,cb4198da-e21c-4928-a0d3-6647e94cd82a,"[""+233541990855""]",,,,,,,,,,,,,,Adidome,,,Ghana,GH,,,,,hospital,public,"[""government""]",,,,,a6673079-19e9-4ea0-8bbc-12ac4da84a2d
https://www.adiebebahospital.com/,Adiebeba Specialist Hospital,25,629bcbc02c182b0016a1557f,"['internalMedicine', 'gynecologyAndObstetrics', 'ophthalmology', 'generalSurgery', 'emergencyMedicine', 'pediatrics', 'urology', 'radiology', 'pathology', 'oncology']","['Cervical cancer screening, vaccination and treatment', 'Breast cancer screening, vaccination and treatment of all stages', 'Eye care with comprehensive eye and vision examination', 'Surgery department undertakes all aspects of surgical procedures', 'Urology services', 'Obstetrics and Gynecology services', 'Emergency department provides 24-hour emergency services with sophisticated interventions', 'Ultrasound (USG) and electrocardiography (ECG) services', 'Pediatrics (Child Welfare) services for neonates, infants, children, and adolescents', 'Laboratory services conducting investigations', 'Pharmacy services dispensing drugs to in-patients and out-patients']","['Ultramodern equipment', 'State-of-the-art technology']","['Pioneers in private sector healthcare delivery in Ghana', 'Open 24/7 with a 24-hour emergency department', 'Available seven days a week with around-the-clock operations', 'Clinical and nursing care provided to international standards', 'Departments include Eye Care, Cervical Cancer, Breast Care, Mental Health, Laboratory, Surgery, Urology, Emergency, USG and ECG Services, Obstetrics and Gynecology, Pharmacy, and Pediatrics']",facility,449fb8a3-1dd5-4cb0-ae3b-fb6518e776d4,"[""+233544111166"",""+233506677999""]",info@adiebebahospital.com,"[""adiebahospital.com""]",adiebahospital.com,,,,,,,,Ahodwo,,,Kumasi,,,Ghana,GH,,,,,hospital,private,,Adiebeba Specialist Hospital is one of the pioneers in private sector healthcare delivery in Ghana.,,,,f3e4ebce-5a05-41cb-b36a-f8ec3e793392
https://www.facebook.com/1465742523557048,"Adiebebahospital - No. 4 Melcom road, Ahodwo, Ghana",25,629bcbc02c182b0016a1557f,"['pediatrics', 'familyMedicine', 'internalMedicine']",[],[],[],facility,76b67caa-2a0f-404e-bd03-5d3495611c4e,"[""+233544111166""]",,,,,,,,,,,No. 4 Melcom road,,,Ahodwo,,,Ghana,GH,,,,,,,,,,,,84c3b0d9-dbb4-4a6e-8337-880ecf8f9c27
https://www.ghanayello.com/company/54829/Adjoum_Community_Clinic,Adjoum Community Clinic,26,6265a0353f650f00167b102d,['familyMedicine'],[],[],"['Private clinic located in Western region, Adjoum, Ghana']",facility,502f4dcc-c252-44f5-8a6a-cbb7d84d663b,,,,,,,,,,,,Western,Adjoum,,Adjoum,Western,,Ghana,GH,,,,,clinic,private,,"Adjoum Community Clinic is a private clinic in Western, Adjoum Ghana.",,,,e21a91aa-3a45-43e6-affb-136125afbf3e
https://www.ghanahospitals.org/regions/fdetails.php?id=2888&r=western,Adum Banso Community Clinic,27,62719c0b2ca06d0016adc5f5,"['familyMedicine', 'generalSurgery']",[],[],"['Type: Health Centre', 'Ownership: Government', 'NHIS accredited: yes', 'Services: General']",facility,b03b4852-ba6c-448f-aef3-038e92da35b0,"[""O244541118""]",,,,,,,,,,,ADUM BANSO C/O P.O.BOX 48,DABOASE,,Adum Banso,Western Region,,Ghana,GH,,,,,clinic,public,,"Type: Health Centre; Ownership: Government; Location: ADUM BANSO C/O P.O.BOX 48, DABOASE; Tel: O244541118; Services: General; NHIS accredited?: yes",,,,07a14429-5150-4ec0-9963-c656db3707f6
https://www.ghanayello.com/company/54854/Adumkrom_PHC_Clinic,Adumkrom PHC Clinic,28,62694f392edb39001620f40c,['familyMedicine'],[],[],[],facility,3301e30b-c7f8-4abc-be9d-8e2cfba1b9ca,,,,,,,,,,,,,,,Adumkrom,Western,,Ghana,GH,,,,,clinic,private,,"Adumkrom PHC Clinic is a private clinic in Western, Adumkrom Ghana.",,,,9ad67bdf-839a-49b0-92e0-eaaf9d34e3bc
https://www.facebook.com/683791441759392,Advocate Healthcare,29,,"['internalMedicine', 'dentistry', 'familyMedicine']",[],[],"['Offers General Medical and Dental services', 'Has an in-house Dental Lab', 'Has an in-house Medical Lab', 'Has an on-site Pharmacy']",facility,bdf93a70-6b39-427e-89a2-77ccc64ffa3e,"[""+233501583744""]",advocatehealthcarecaregh@gmail.com,"[""advocate.thelinkplace.com""]",advocate.thelinkplace.com,,,,,,,,Lakeside Community 8 Road,,,Accra,,,Ghana,GH,,,,,dentist,,,"Advocate Healthcare stands for life. We offer General Medical and Dental services,with an in-house Dental and Medical Lab and Pharmacy.",,,,a6f82eb9-00b8-430c-8314-bde14e1bf449
https://www.ghanayello.com/company/52424/Afamaso_Maternity_Home,Afamaso Maternity Home,30,62840960801e860016e57276,['gynecologyAndObstetrics'],[],[],"['Quality maternal care', 'Maternity Services']",facility,6d2880e1-667c-4874-b688-067d80daff41,,,,,,,,,,,,,,,Afamaso,Ashanti,,Ghana,GH,,,,,,private,,"Afamaso Maternity Home is a private maternity home in Ashanti, Afamaso Ghana.",,,,32644cb2-dda9-4e4c-89a0-86223d1eac9c
https://www.ghanahospitals.org/regions/fdetails.php?id=574&r=ashanti,Aframso Health Centre,31,62840fd8801e860016e57277,"['familyMedicine', 'generalSurgery']",['general health services'],[],"['government-owned health centre', 'NHIS accreditation']",facility,b77a1d17-b13f-41c6-b482-c821d0dd9211,"[""+233243183722""]",,,,,,,,,,,AFRAMSO 111,BOX 36 NSUTA,,Nsuta,,,Ghana,GH,,,,,,public,,General,,,,4e7dfdbc-d976-473c-9f09-e876a47843ad
https://www.facebook.com/102626409044464,"African Vision Clinic - Adenta Housing down, Accra, Ghana",32,,"['gynecologyAndObstetrics', 'familyMedicine']",[],[],"['Offers Health & Medical Services, Alternative Medicines, and Medical Supply & Engineering Services', 'Has a maternity clinic']",facility,6d999383-2b27-449d-8920-c9c866319b6a,,,,,,,,,,,,Adenta Housing down,,,Accra,,,Ghana,GH,,,,,clinic,,,Health & Medical Services / Alternative Medicines / Medical Supply & Engineering Services; Maternity Clinic,,,,acc224db-1e5f-42b3-8a38-28fa930406ea
https://www.facebook.com/agcareghana/?_rdc=1&_rdr,AG CARE Ghana,33,,[],[],[],[],ngo,63f0f4fa-41bd-48e8-8258-495cb9a00515,,,"[""agcare-ghana.org""]",agcare-ghana.org,,,,,,,,Oto Ofori Ln.,,,Accra,,,Ghana,GH,,,,Church based non-profit development NGO.,,,,,,,,62dcbf0c-8cc6-4fda-819f-825022b29bcc
https://www.facebook.com/884585538398165,Agogo Hospital,34,,['internalMedicine'],[],[],[],facility,88b2ea93-22d0-4289-9fe9-697c534a2990,,,,,,,,,,,,,,,Atonsu Kumasi,,,Ghana,GH,,,,,hospital,,,,,,,b6f22662-b83b-49f0-b269-3e669cbd5ba8
https://www.facebook.com/328205110384205,"Agogo Presbyterian Hospital, Asante Akim North, Agogo",35,6203ba48e8bc9e00161133b6,['internalMedicine'],[],[],"['Operates 24/7', 'Ranks second to Komfo Anokye Teaching Hospital in terms of performance outputs in the Ashanti Region']",facility,d0813879-59ea-422d-8faf-1191dea5d18c,"[""+233322495750""]",info@agogopresbyhospital.org,"[""agogopresbyhospital.org""]",agogopresbyhospital.org,1931.0,,,,,,,,,,Agogo,Ashanti Region,,Ghana,GH,,,,,hospital,,"[""faith-tradition""]","The Presbyterian Hospital, Agogo (PreHA) was established on 21st March, 1931 making it the oldest Mission Hospital in Ghana. PreHA is well known to be second to Komfo Anokye Teaching Hospital in terms of performance outputs in the Ashanti Region.",,,,30eee581-f793-4189-a10d-9fec4103ec9c
https://www.facebook.com/AgyakwaHospitalGh/,Agyakwa Hospital,36,5ea3146e994ecc38cda4ec76,['internalMedicine'],[],[],[],facility,1e43b069-8622-4619-8688-621f2641a6bc,"[""+233322496579""]",,,,,,,,,,,,,,Nkawkaw,,,Ghana,GH,,,,,hospital,,,AGYAKWA HOSPITAL is located in Nkawkaw.,,,,00c68756-f092-4a43-8cec-b5237004d570
https://www.ghanabusinessweb.com/nkawkaw-nkawkaw-subcat-agyakwa_hospital_ltd-9304.html,Agyakwa Hospital - Nkawkaw,36,5ea3146e994ecc38cda4ec76,['internalMedicine'],[],[],['Offers health and medical center services'],facility,ed0b5853-801e-4a3d-8b83-056f0b230272,"[""+233343122079""]",,,,,,,,,,,Domeabra,,,Nkawkaw,,,Ghana,GH,,,,,hospital,,,"Agyakwa Hospital Ltd. located at Domeabra Nkawkaw, Nkawkaw, Ghana provides services in Health & Medical Centers.",,,,7eb831df-30e6-4213-bd38-b53a9d71e133
